id,topico,subtopico,dificuldade_fase3,nota,stem,gemma2:2b,phi4-mini:latest,llama3.2:3b,n_modelos_corretos,dificuldade_estimada
859cba6045-f2-d0-r55-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.89,"Na investigação de uma não conformidade no descarte, duas amostras de água produzida coletadas no mesmo turno apresentaram TOG muito distintos. Suspeita-se de falta de homogeneidade no ponto de tomada e de influência de óleo aderido/filme nas paredes da linha. Qual prática de amostragem tende a reduzir esse viés e aumentar a representatividade da amostra?",True,True,False,2,Média
859cba6045-f2-d0-r55-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.84,"No laboratório de bordo, uma amostra de água produzida apresentou TOG maior por método instrumental (infravermelho) do que por método gravimétrico com extração em solvente e tratamento do extrato com sílica gel. O processo não teve mudanças aparentes. Qual interpretação técnica melhor explica por que os resultados podem divergir sem que haja erro grosseiro de execução?",True,True,True,3,Fácil
859cba6045-f2-d0-r55-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.73,"Em um ensaio de tanque em um FPSO para checar a medição de nível e a condição de processo, a equipe quer diminuir a incerteza ligada ao inventário remanescente no início do teste e ao teor água/óleo do líquido residual, reduzindo a influência de interpretações visuais do operador durante a drenagem. Qual conjunto de práticas torna o ensaio mais robusto?",True,True,True,3,Fácil
859cba6045-f2-d0-r55-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.9,"Após sucessivos valores elevados de TOG, verificou-se que o ponto de amostragem do efluente de água produzida fica em uma derivação com pouca renovação de fluxo, e os frascos frequentemente apresentam filme oleoso após a coleta. Qual mudança de abordagem tem maior potencial de reduzir a superestimação por adesão/migração de óleo e pela heterogeneidade local do ponto de coleta?",True,True,True,3,Fácil
859cba6045-f3-d0-r56-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.91,"Após uma frente de areia no poço, a água produzida começa a sair com turbidez elevada e presença de sólidos que têm provocado instabilidades e maior frequência de intervenções no trem de tratamento. A prioridade do operador é evitar que esses sólidos agravem entupimentos e reduzam a eficiência das etapas seguintes. Qual abordagem tende a ser mais efetiva como resposta operacional inicial?",False,True,True,2,Média
859cba6045-f3-d0-r56-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.89,"A unidade quer reduzir o descarte ao mar direcionando parte da água produzida para reúso industrial em equipamentos sensíveis a corrosão e incrustação (p.ex., trocadores e utilidades). Os testes apontam a salinidade como a principal barreira. Qual estratégia operacional melhor viabiliza esse reúso com risco controlado de incrustação?",True,False,True,2,Média
859cba6045-f3-d0-r56-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.91,"Em uma etapa de polimento por osmose reversa, observou-se aumento gradual da perda de carga e redução da recuperação de permeado. O registro operacional indica que, nas últimas semanas, a taxa de recuperação foi elevada para diminuir o volume de concentrado (rejeito). Considerando que o aumento do fator de concentração eleva o risco de incrustação por sais pouco solúveis (ex.: BaSO4), qual medida operacional é mais indicada para atacar a causa provável, preservando desempenho e integridade das membranas?",True,True,True,3,Fácil
859cba6045-f3-d0-r57-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.9,"Durante uma frente fria, um FPSO registra aumento intermitente de oleosidade na água produzida na saída do trem de separação, colocando o descarte ao mar momentaneamente fora da especificação. A unidade dispõe de linha de recirculação para tratamento, linha de retenção/neutralização e alternativa de encaminhamento para reúso/reinjeção (com requisitos mais restritos). Qual estratégia operacional tende a ser mais consistente para manter conformidade e reduzir risco ambiental durante os picos, sem impor imediatamente requisitos de qualidade mais severos ao sistema?",True,True,True,3,Fácil
859cba6045-f3-d0-r57-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.85,"Um FPSO passa a destinar parte da água produzida para reúso interno em utilidades com maior sensibilidade à salinidade, avaliando OR/EDR. Durante testes, ao buscar maior taxa de recuperação, surge aumento de perda de carga e queda de desempenho, com indícios de incrustação por sais pouco solúveis (incluindo risco de BaSO4). Qual ação operacional é mais coerente para reduzir o risco de incrustação e manter o desempenho do sistema de membranas?",True,False,True,2,Média
859cba6045-f3-d0-r57-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.84,"Em uma unidade de tratamento secundário biológico a bordo, a água produzida começa a sair fora da especificação por aumento de toxicidade e degradação insuficiente de matéria orgânica, coincidente com um transiente de processo que trouxe uma carga mais agressiva ao reator. Para voltar à conformidade sem simplesmente transferir o problema para outra rota, qual conjunto de medidas operacionais é mais consistente com a lógica de controle de processos biológicos e de gestão de efluente fora de especificação?",True,True,True,3,Fácil
859cba6045-f3-d0-r57-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Difícil,0.83,"Durante uma campanha de otimização, o FPSO compara três rotas para a água produzida: descarte ao mar, reúso industrial e reinjeção. Em um dado período, o efluente fica fora da especificação do destino por turbidez e compostos orgânicos solúveis remanescentes, e há alguma folga de capacidade em unidades de polimento. Considerando trade-offs típicos (energia, complexidade, riscos de corrosão/entupimento/incrustação e exigências regulatórias/operacionais do destino), qual decisão tende a ser mais defensável para recuperar a conformidade e manter flexibilidade de roteamento?",True,True,False,2,Média
859cba6045-f3-d0-r58-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.73,"Em um FPSO, a água produzida após o trem de separação passa a apresentar aumento repentino de óleo no efluente de descarte, associado à instabilidade do separador trifásico (arraste de óleo livre para a fase aquosa). Há folga nas etapas de polimento (p.ex., hidrociclones/DAF) e existe linha de retenção. Qual ação operacional é mais consistente para evitar não conformidade ambiental e manter a rastreabilidade do desvio?",True,True,True,3,Fácil
859cba6045-f3-d0-r58-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.88,"Após uma frente de produção com maior arraste de partículas, a unidade passa a registrar aumento de sólidos suspensos na água produzida e maior incidência de entupimentos em linhas e instrumentos a jusante. A equipe precisa reduzir rapidamente a carga sólida antes de tentar polimentos mais sensíveis e decidir o que fazer com a água fora de especificação de descarte. Qual encaminhamento operacional é mais coerente com a lógica de barreiras de tratamento?",True,False,True,2,Média
859cba6045-f3-d0-r58-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.87,"Em um sistema de osmose reversa para produção de água de reúso, ocorre aumento de pressão diferencial e perda de desempenho compatíveis com incrustação. A tendência mostra piora quando se aumenta a taxa de recuperação. Considerando que a recuperação afeta o fator de concentração no rejeito, qual ajuste operacional é mais coerente para reduzir o risco de scaling e estabilizar o desempenho?",True,True,False,2,Média
859cba6045-f3-d0-r58-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Difícil,0.84,"Um sistema de tratamento biológico opera como etapa secundária de polimento antes da disposição em mar. Após mudança na composição do afluente, observam-se queda de atividade microbiana e instabilidade, com piora do efluente e aumento do risco de não atender ao limite de descarte. Qual conjunto de medidas é mais indicado para recuperar o controle operacional e reduzir a probabilidade de não conformidade?",True,True,True,3,Fácil
859cba6045-f3-d0-r59-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.87,"Após normalizar a oleosidade, a água produzida ainda não atende ao padrão de reúso em trocadores de calor por causa da salinidade, e o time avalia implantar OR/EDR. Na discussão, propõe-se operar com recuperação muito alta para maximizar o volume de água recuperada. Qual avaliação operacional é mais consistente com os riscos e controles típicos da dessalinização por membranas?",True,True,True,3,Fácil
859cba6045-f3-d0-r59-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.85,"Durante uma restrição temporária de descarte, o FPSO avalia enviar água produzida para reinjeção. A corrente atende oleosidade para descarte, mas apresenta sólidos suspensos e turbidez variáveis, com histórico de entupimentos em linhas. Qual decisão operacional melhor alinha o tratamento à mudança de destino, reduzindo risco de perda de injetividade e de problemas em equipamentos?",True,True,True,3,Fácil
859cba6045-f3-d0-r60-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.84,"Em um FPSO, o analisador em linha indica que a oleosidade da água produzida na linha de descarte para o mar ultrapassou a especificação durante uma instabilidade operacional (variação de vazão e arraste de óleo). Existe uma linha dedicada de retenção/neutralização com capacidade disponível. Qual encaminhamento operacional tende a preservar melhor a conformidade ambiental enquanto a equipe identifica e corrige a causa do desvio?",True,True,True,3,Fácil
859cba6045-f3-d0-r60-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Fácil,0.88,"Após uma intervenção na planta, a água produzida passou a carregar sólidos grosseiros (trapos e pequenos fragmentos) que aumentaram a perda de carga em equipamentos de separação e pioraram a qualidade do efluente para descarte. Considerando uma resposta operacional voltada a recuperar a eficiência do tratamento com mudanças simples e robustas, qual ação é mais consistente com a lógica do tratamento primário?",True,True,False,2,Média
859cba6045-f3-d0-r60-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.83,"Uma unidade de tratamento biológico foi acionada para polimento da água produzida, mas o efluente segue fora da especificação por aumento de óleo suspenso remanescente e instabilidade do processo (variação de carga e sinais de inibição). Qual conjunto de ações operacionais é mais alinhado ao controle típico necessário para recuperar o desempenho do tratamento biológico?",True,True,True,3,Fácil
859cba6045-f3-d0-r60-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.89,"Durante uma restrição de descarte ao mar, a operação avalia encaminhar parte da água produzida para reúso industrial em equipamentos sensíveis (por exemplo, trocadores térmicos e geração de vapor). A qualidade atual atende oleosidade e sólidos, mas a salinidade permanece elevada. Qual estratégia adicional tende a ser mais coerente para viabilizar o reúso com menor risco de corrosão e deposição salina, considerando os impactos do próprio tratamento?",True,True,True,3,Fácil
859cba6045-f3-d0-r60-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Difícil,0.89,"Em um FPSO, a osmose reversa (OR) é usada para produzir água de reúso e reduzir descarte. Durante um período de maior geração de água, a equipe sugere elevar a taxa de recuperação (fração de permeado) para aumentar o volume recuperado. Considerando a operação de curto prazo, qual alternativa descreve melhor o risco dominante associado a esse aumento e a forma mais consistente de mitigá-lo?",True,False,True,2,Média
859cba6045-f3-d0-r60-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),Tratamento de água produzida para descarte,Média,0.86,"Após ajustes nos separadores, a água produzida passou a remover adequadamente óleo livre, mas ainda não atende a um destino mais restritivo (reúso/reinjeção) por turbidez residual e presença de orgânicos solúveis (associados a toxicidade). Quando o gargalo deixa de ser principalmente óleo livre, qual estratégia tende a ser mais consistente?",False,True,True,2,Média
f6f5e892b1-f0-d0-r1-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.87,"Em um FPSO em fase de detalhamento, a equipe está definindo a posição da caixa de mar (sea chest) e o trajeto da linha de sucção até a praça de bombas de captação de água do mar para injeção. A preocupação é reduzir problemas operacionais associados a baixa pressão na sucção (incluindo maior suscetibilidade a instabilidades) e facilitar intervenções. Qual decisão de arranjo é mais consistente com essas prioridades?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r1-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Fácil,0.89,"No comissionamento do sistema de água de injeção, uma bomba de reciclo descarrega para um vaso (ex.: vaso de saturação) que opera a 7,5 barg. Na vazão alvo, a queda de pressão entre a descarga da bomba e o vaso — incluindo a tubulação e um dispositivo de injeção/mistura instalado a jusante da bomba — é de 1,8 bar. Desconsiderando outras parcelas, qual pressão manométrica na descarga da bomba atende ao critério de dimensionamento/ajuste operacional?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r1-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.84,"No arranjo de alimentação das bombas de injeção, foi incluída uma bomba em standby compartilhando os mesmos coletores de sucção e de descarga. Observou-se que isso pode exigir mais válvulas, derivações e conexões no lado de sucção, afetando perdas de carga e facilidade de manutenção. Considerando simultaneamente intervenções (confiabilidade) e desempenho hidráulico na sucção, qual arranjo é mais defensável segundo boas práticas de projeto?",True,False,True,2,Média
f6f5e892b1-f0-d0-r1-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.88,"No dimensionamento da pressão requerida de uma bomba de superfície que alimenta um consumidor a jusante (vaso de processo ou dispositivo final de injeção), quais parcelas devem compor o balanço hidráulico para reduzir o risco de subdimensionamento por omissão de perdas relevantes?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r2-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.91,"Em um FPSO em fase de detalhamento, a equipe de utilidades compara duas localizações para a caixa de mar que alimentará as bombas de captação de água do mar: (i) uma posição mais afastada, que libera área na praça de bombas, mas adiciona comprimento à linha de sucção e aumenta o número de conexões/acessórios; (ii) uma posição junto à praça de bombas, com sucção mais curta e um arranjo de isolamento e drenagem mais simples para intervenções. Considerando os efeitos mais prováveis na operação e na manutenção, qual escolha tende a ser mais consistente?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r2-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.91,"Um conceito de captação de água do mar por tubo de profundidade será conectado ao flutuante para captar água mais fria. Antes de congelar o projeto do tubo e do conector ao flutuante, quais análises são mais diretamente relevantes para orientar o dimensionamento mecânico e os cuidados de instalação, dado que o tubo ficará sujeito a movimentos e ambiente marinho?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r2-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.94,"Em uma campanha de aumento de vazão de captação, a operação reporta ruído e instabilidade próximos à entrada das bombas, sugerindo baixa margem de sucção (NPSH disponível reduzido). Sem alterar a profundidade de captação, qual mudança de arranjo de tubulação tende a atuar mais diretamente na causa provável, à luz das recomendações de minimizar perdas na sucção e facilitar a integração com a caixa de mar?",False,False,True,1,Difícil
f6f5e892b1-f0-d0-r2-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.89,"Um FPSO precisa manter disponibilidade do sistema de captação para suportar consumidores a jusante (incluindo injeção/utilidades), mas a equipe de manutenção exige que intervenções na praça de bombas sejam possíveis com mínimo impacto operacional. Considerando o papel da caixa de mar e das linhas de sucção, qual proposta de arranjo tende a equilibrar melhor disponibilidade e manutenibilidade, coerente com as diretrizes de localização, isolamento e drenagem?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r3-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.86,"Durante a fase de detalhamento de um FPSO, a equipe avalia duas localizações possíveis para a caixa de mar (sea chest) que alimenta as bombas de captação para o sistema de água de injeção. A alternativa 1 coloca a caixa de mar afastada da praça de bombas, exigindo um trajeto de sucção longo e com diversos acessórios. A alternativa 2 coloca a caixa de mar junto à praça de bombas, com sucções curtas e melhor acesso para bloqueio e drenagem. Considerando desempenho hidráulico e manutenção, qual decisão tende a ser mais coerente?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r3-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Difícil,0.89,"Um projeto prevê captação de água do mar em profundidade por um tubo de aço conectado ao flutuante, com a extremidade inferior livre na cota de captação. Antes da liberação para fabricação e instalação, qual conjunto de avaliações é mais alinhado ao que se espera para garantir integridade estrutural desse arranjo diante dos movimentos da unidade e do ambiente?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r3-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.81,"Em uma linha de água (captação e tratamento), um conjunto de bombas alimenta um vaso a uma determinada pressão operacional. Para verificar se a pressão na descarga da bomba atende ao ponto de operação, a equipe precisa fechar o balanço de pressão entre a descarga da bomba e o vaso. Qual abordagem tende a levar a um dimensionamento consistente da pressão requerida na descarga da bomba?",False,True,True,2,Média
f6f5e892b1-f0-d0-r4-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.83,"Um FPSO precisa alimentar um sistema que demanda grandes vazões de água do mar com temperatura inferior à encontrada na superfície. A equipe avalia duas opções de captação: (i) captar próximo à superfície com uma tomada no costado e (ii) captar em maior profundidade e conduzir a água até a praça de bombas. Considerando também a necessidade de integrar a captação às bombas de forma operacionalmente acessível, qual solução é mais consistente?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r4-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.91,"Durante a revisão de projeto do tubo de captação em profundidade, o responsável pela integridade estrutural solicita evidências de que o conjunto suportará os movimentos do FPSO e o ambiente metoceânico ao longo da operação e também durante a instalação. Qual conjunto de análises/estudos atende melhor a essa preocupação e orienta o dimensionamento mecânico (materiais, ancoragens e conexão ao flutuante)?",True,False,True,2,Média
f6f5e892b1-f0-d0-r4-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Fácil,0.88,"Em um circuito de injeção/reciclo, a bomba descarrega para um vaso (por exemplo, um vaso de saturação). Entre a descarga da bomba e a entrada do vaso há elementos que promovem a introdução e a mistura de correntes no circuito. Para definir a pressão de descarga a ser especificada para a bomba de modo que a pressão requerida no vaso seja atendida, qual critério é o mais consistente?",True,True,False,2,Média
f6f5e892b1-f0-d0-r5-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.85,"Durante o detalhamento de um FPSO, a equipe está definindo a interface entre a captação de água do mar em profundidade e a praça de bombas. O objetivo é melhorar a operabilidade e reduzir a probabilidade de problemas na sucção. Considerando boas práticas derivadas do arranjo descrito (tubo conectado ao flutuante, topo ligado por tubulação rígida à caixa de mar), qual decisão de layout é a mais coerente?",False,True,True,2,Média
f6f5e892b1-f0-d0-r5-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.75,"Em uma etapa de operação com líquido de alta viscosidade, observa-se aquecimento fora do normal e desgaste acelerado em uma bomba de cavidade progressiva do circuito. Há sinais de trechos com escoamento muito baixo nas linhas, sugerindo períodos de operação a seco (perda de fluxo) com aquecimento do estator por contato com o rotor. Qual ação de engenharia/operação é mais alinhada com esse mecanismo de dano e com a mitigação recomendada?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r5-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.86,"No comissionamento da captação de água do mar para injeção, observa-se aumento de ruído e vibração na bomba conforme a vazão cresce. Pretende-se reduzir a severidade do fenômeno sem alterar a profundidade de tomada d’água e sem modificar o ponto/pressão de entrega. À luz da recomendação de reduzir restrições no lado de entrada e da interface com a caixa de mar (sea chest), qual medida de engenharia atua mais diretamente na causa mais provável dentro desse escopo?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r6-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.89,"Em um FPSO em fase de projeto, a equipe avalia duas posições possíveis para a caixa de mar (sea chest) que alimentará as bombas de captação para o sistema de água de injeção: (i) em um ponto mais afastado da praça de bombas, exigindo um trajeto de sucção mais longo e com mais acessórios; (ii) no costado junto à praça de bombas, com sucção curta e com facilidades de isolamento e drenagem para intervenções. Considerando os objetivos operacionais do arranjo, qual escolha e justificativa ficam mais coerentes?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r6-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Fácil,0.88,"Durante o dimensionamento de uma bomba de superfície que descarrega para um vaso a uma pressão operacional definida (por exemplo, um vaso de saturação no tratamento de água de injeção), a equipe precisa traduzir a exigência do processo em uma pressão mínima na descarga da bomba. Qual raciocínio expressa corretamente essa relação, considerando o que deve ser somado no balanço de pressão a jusante da bomba?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r6-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.87,"Em um comissionamento, após a instalação de um carretel provisório na sucção das bombas de captação (com dois cotovelos adicionais e um elemento de filtragem temporário), observa-se aumento de ruído e vibração na bomba, além de oscilação de vazão. Sem recorrer a critérios numéricos, qual explicação e ação corretiva ficam mais alinhadas com as diretrizes de projeto do sistema de sucção descritas para FPSO?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r6-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.86,"Na definição de disponibilidade do sistema de captação e alimentação para água de injeção em um FPSO, a operação deseja manter capacidade parcial durante intervenções, enquanto a manutenção pede facilidade de isolamento/drenagem. Considerando os princípios do arranjo (minimizar trajetos de sucção e facilitar intervenções na praça de bombas), qual arquitetura tende a atender melhor a esse objetivo, sem introduzir penalidades hidráulicas desnecessárias na sucção?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r6-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Fácil,0.9,"Em operação, observa-se queda gradual da vazão fornecida pelas bombas de captação ao sistema de água de injeção, mantendo-se a mesma rotação, após semanas sem limpeza de filtros/condicionadores na linha. A hipótese é maior incrustação e retenção de sólidos. Considerando como as perdas de carga entram no dimensionamento e na pressão requerida na descarga, qual interpretação melhor orienta a decisão de operação/manutenção?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r7-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.88,"Em um FPSO em fase de detalhamento, a equipe avalia duas localizações possíveis para a caixa de mar (sea chest) que alimenta as bombas de captação de água do mar: (i) próxima à praça de bombas, com linhas de sucção curtas; (ii) mais distante, exigindo linhas de sucção mais longas e com mais acessórios para contornar interferências. Considerando desempenho hidráulico e facilidade de intervenção, qual decisão tende a ser mais consistente com boas práticas de projeto descritas para esse arranjo?",False,True,True,2,Média
f6f5e892b1-f0-d0-r7-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.87,"Na partida, em alta vazão, das bombas de captação de água do mar, a operação relata ruído e vibração próximos à sucção, piorando quando a vazão é aumentada. Sem usar critérios numéricos, qual linha de raciocínio de projeto/arranjo é mais consistente para mitigar o problema, considerando como crítico o trecho de sucção (perdas de carga e trajeto até a caixa de mar)?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r7-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.86,"Na definição do arranjo das bombas de captação e sua integração com a caixa de mar, a operação solicita que seja possível intervir em uma bomba (inspeção/ manutenção) sem paralisar completamente a alimentação de água do mar para utilidades e/ou injeção. Considerando o que se enfatiza sobre localização da caixa de mar, trajetos de sucção e intervenções, qual solução de projeto tende a atender melhor esse objetivo operacional?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r7-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.89,"Em um skid do sistema de água (por exemplo, dosagem de aditivos no tratamento), opera uma bomba de cavidade progressiva com estator elastomérico em buna N. Após a troca do pacote de químicos, foram observados aumento de torque e aquecimento, além de sinais de que a folga rotor–estator diminuiu (maior interferência). Considerando o efeito de compatibilidade química típico de estatores de borracha em contato com aditivos, qual decisão de engenharia é mais consistente?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r8-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Fácil,0.9,"Em um FPSO, uma bomba de água do mar envia fluido para um vaso de saturação que opera a uma pressão especificada pelo processo. Para estimar a pressão mínima necessária na flange de descarga da bomba, a equipe deve considerar o trecho hidráulico entre a descarga e o bocal do vaso (tubos, singularidades como válvulas/conexões e um elemento de injeção/mistura instalado após a bomba). Qual critério de dimensionamento é o mais consistente para garantir a condição no vaso?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r8-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.83,"Na fase de arranjo geral de um FPSO, surgiu a proposta de deslocar a caixa de mar para uma região mais afastada da praça de bombas, para liberar espaço para outros equipamentos. O sistema terá duas bombas de captação (uma em operação e outra em condição de prontidão) e exigirá intervenções periódicas. Qual avaliação é mais alinhada a um projeto robusto das linhas de sucção e da operação/manutenção?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r8-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Difícil,0.9,"Uma unidade avalia captar água do mar em maior profundidade para atender aos requisitos de temperatura do sistema de resfriamento, conectando ao FPSO um tubo de aço com extremidade inferior livre na profundidade de captação. Antes de detalhar a suportação e a conexão ao casco, qual abordagem de engenharia melhor reduz o risco de falhas por carregamentos ambientais e movimentos do FPSO?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r8-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.7,"Durante uma campanha, uma bomba de cavidade progressiva transfere um fluido de alta viscosidade em um circuito de processo. Ocorrem interrupções de escoamento na sucção/descarga, seguidas de elevação de temperatura e dano no estator. Qual medida operacional/projetual atua mais diretamente no mecanismo de falha observado?",True,False,False,1,Difícil
f6f5e892b1-f0-d0-r8-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.89,"Em um FPSO, mudanças no arranjo de utilidades acrescentaram acessórios e alongaram a tubulação entre a caixa de mar (sea chest) e a sucção das bombas de captação de água do mar, elevando a perda de carga na aspiração. A equipe de processo teme redução da margem hidráulica na entrada da bomba (maior propensão à cavitação). Considerando princípios de dimensionamento por perdas de carga, qual ação de projeto é mais coerente para mitigar esse risco?",True,True,True,3,Fácil
f6f5e892b1-f0-d0-r8-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),Sistema de captação e tratamento de água do mar para injeção no reservatório,Média,0.8,"Em uma revisão de especificação de materiais de uma bomba de cavidade progressiva, decidiu-se empregar estator de borracha (buna N), mas o fluido contém aditivos com potencial de interação com elastômeros. Considerando a confiabilidade mecânica do conjunto rotor-estator, qual decisão de projeto é mais consistente para reduzir risco de falha por efeito de material?",True,True,True,3,Fácil
